DataCode,RecType,RecDate,year,watershed,ppt,Comments
APT01,1,29/07/2018,2018,HQ,11.9,
APT01,1,5/08/1982,1982,HQ,12,
APT01,1,27/05/1985,1985,HQ,12,
APT01,1,24/05/1987,1987,HQ,12,
APT01,1,26/05/1990,1990,HQ,12,
APT01,1,20/12/1991,1991,HQ,12,
APT01,1,26/05/1995,1995,HQ,12,
APT01,1,9/06/2005,2005,HQ,12,
APT01,1,9/01/1985,1985,HQ,12.1,
APT01,1,30/04/1985,1985,HQ,12.1,
APT01,1,19/09/1995,1995,HQ,12.1,
APT01,1,4/04/1983,1983,HQ,12.2,4/01 to 4/05(values are mean of others)
APT01,1,19/04/2002,2002,HQ,12.2,
APT01,1,17/09/2006,2006,HQ,12.2,
APT01,1,31/05/2011,2011,HQ,12.2,
APT01,1,5/06/2013,2013,HQ,12.2,
APT01,1,8/06/2013,2013,HQ,12.2,
APT01,1,26/08/2018,2018,HQ,12.2,
APT01,1,22/09/2019,2019,HQ,12.2,
APT01,1,8/04/2021,2021,HQ,12.2,
APT01,1,27/09/1999,1999,HQ,12.3,
APT01,1,28/07/2000,2000,HQ,12.3,
APT01,1,16/08/2009,2009,HQ,12.3,
APT01,1,8/12/2009,2009,HQ,12.3,
APT01,1,10/06/1983,1983,HQ,12.4,
APT01,1,30/08/1993,1993,HQ,12.4,
APT01,1,14/06/2004,2004,HQ,12.4,
APT01,1,26/08/2005,2005,HQ,12.4,
APT01,1,30/04/2010,2010,HQ,12.4,
APT01,1,24/02/2011,2011,HQ,12.4,
APT01,1,15/08/2011,2011,HQ,12.4,
APT01,1,2/08/2012,2012,HQ,12.4,
APT01,1,29/04/2016,2016,HQ,12.4,
APT01,1,10/11/2020,2020,HQ,12.4,
APT01,1,18/05/2021,2021,HQ,12.4,
APT01,1,21/06/1982,1982,HQ,12.5,
APT01,1,1/02/1983,1983,HQ,12.5,
APT01,1,19/03/1984,1984,HQ,12.5,
APT01,1,20/04/1984,1984,HQ,12.5,
APT01,1,23/09/1986,1986,HQ,12.5,
APT01,1,28/09/1986,1986,HQ,12.5,
APT01,1,4/08/1989,1989,HQ,12.5,
APT01,1,23/08/1991,1991,HQ,12.5,
APT01,1,25/08/2009,2009,HQ,12.5,
APT01,1,7/10/2009,2009,HQ,12.5,
APT01,1,3/08/1994,1994,HQ,12.6,
APT01,1,4/01/1998,1998,HQ,12.6,
APT01,1,19/02/2002,2002,HQ,12.6,
APT01,1,28/07/2009,2009,HQ,12.6,
APT01,1,5/07/2010,2010,HQ,12.6,old rain gauge
APT01,1,24/05/2003,2003,HQ,12.7,
APT01,1,16/04/2010,2010,HQ,12.7,
APT01,1,22/10/2010,2010,HQ,12.7,
APT01,1,26/11/2011,2011,HQ,12.7,
APT01,1,14/09/2016,2016,HQ,12.7,
APT01,1,20/02/2017,2017,HQ,12.7,
APT01,1,4/07/2009,2009,HQ,12.8,
APT01,1,4/09/2009,2009,HQ,12.8,
APT01,1,2/06/1992,1992,HQ,12.9,
APT01,1,23/09/1997,1997,HQ,12.9,
APT01,1,10/07/1998,1998,HQ,12.9,
APT01,1,14/11/1985,1985,HQ,13,
APT01,1,11/07/1986,1986,HQ,13,
APT01,1,20/08/1986,1986,HQ,13,
APT01,1,16/10/1987,1987,HQ,13,
APT01,1,31/07/1989,1989,HQ,13,
APT01,1,25/05/2008,2008,HQ,13,
APT01,1,3/09/2009,2009,HQ,13,
APT01,1,23/04/2010,2010,HQ,13,old rain gauge
APT01,1,29/11/2015,2015,HQ,13,
APT01,1,29/04/2017,2017,HQ,13,
APT01,1,7/08/2018,2018,HQ,13,
APT01,1,13/12/2022,2022,HQ,13,
APT01,1,16/04/1995,1995,HQ,13.2,
APT01,1,28/11/1997,1997,HQ,13.2,
APT01,1,15/03/2001,2001,HQ,13.2,
APT01,1,9/07/2006,2006,HQ,13.2,
APT01,1,15/04/2010,2010,HQ,13.2,old rain gauge
APT01,1,23/04/2010,2010,HQ,13.2,
APT01,1,4/02/2014,2014,HQ,13.2,
APT01,1,26/10/2016,2016,HQ,13.2,
APT01,1,12/05/2019,2019,HQ,13.2,
APT01,1,4/10/2019,2019,HQ,13.2,
APT01,1,22/01/2020,2020,HQ,13.2,
APT01,1,10/06/2020,2020,HQ,13.2,
APT01,1,19/07/1993,1993,HQ,13.3,
APT01,1,2/12/1999,1999,HQ,13.3,
APT01,1,29/05/1985,1985,HQ,13.4,
APT01,1,29/03/1993,1993,HQ,13.4,
APT01,1,21/09/1995,1995,HQ,13.4,
APT01,1,17/03/1998,1998,HQ,13.4,
APT01,1,30/03/1998,1998,HQ,13.4,
APT01,1,12/07/2008,2008,HQ,13.4,
APT01,1,15/12/1982,1982,HQ,13.5,
APT01,1,21/04/1983,1983,HQ,13.5,
APT01,1,9/09/1987,1987,HQ,13.5,
APT01,1,31/03/1988,1988,HQ,13.5,
APT01,1,2/11/1998,1998,HQ,13.5,
APT01,1,5/10/2000,2000,HQ,13.5,
APT01,1,13/09/2008,2008,HQ,13.5,
APT01,1,19/03/2012,2012,HQ,13.5,
APT01,1,9/03/2013,2013,HQ,13.5,
APT01,1,30/10/2015,2015,HQ,13.5,
APT01,1,10/10/2016,2016,HQ,13.5,
APT01,1,1/10/2019,2019,HQ,13.5,
APT01,1,3/05/1995,1995,HQ,13.6,
APT01,1,4/04/1997,1997,HQ,13.6,
APT01,1,9/07/1999,1999,HQ,13.6,
APT01,1,23/02/2001,2001,HQ,13.6,
APT01,1,24/05/2008,2008,HQ,13.6,
APT01,1,28/06/1993,1993,HQ,13.7,
APT01,1,10/10/2011,2011,HQ,13.7,
APT01,1,14/12/2011,2011,HQ,13.7,
APT01,1,9/04/2013,2013,HQ,13.7,
APT01,1,12/06/2014,2014,HQ,13.7,
APT01,1,29/07/2015,2015,HQ,13.7,
APT01,1,2/06/2018,2018,HQ,13.7,
APT01,1,7/06/2022,2022,HQ,13.7,
APT01,1,17/07/1984,1984,HQ,13.8,
APT01,1,4/06/1995,1995,HQ,13.8,
APT01,1,30/01/1999,1999,HQ,13.8,
APT01,1,12/06/2004,2004,HQ,13.8,
APT01,1,13/04/1991,1991,HQ,13.9,
APT01,1,4/08/1982,1982,HQ,14,
APT01,1,24/03/1984,1984,HQ,14,
APT01,1,22/09/1985,1985,HQ,14,
APT01,1,10/10/1986,1986,HQ,14,
APT01,1,22/08/1988,1988,HQ,14,
APT01,1,21/05/1989,1989,HQ,14,
APT01,1,8/10/1992,1992,HQ,14,
APT01,1,4/01/2005,2005,HQ,14,
APT01,1,10/04/2013,2013,HQ,14,
APT01,1,15/07/2015,2015,HQ,14,
APT01,1,28/08/2015,2015,HQ,14,
APT01,1,12/08/2016,2016,HQ,14,
APT01,1,25/06/2018,2018,HQ,14,
APT01,1,14/05/2020,2020,HQ,14,
APT01,1,10/09/2022,2022,HQ,14,
APT01,1,14/04/1996,1996,HQ,14.1,
APT01,1,20/04/2002,2002,HQ,14.1,
APT01,1,17/09/1991,1991,HQ,14.2,
APT01,1,10/05/1996,1996,HQ,14.2,
APT01,1,8/03/2010,2010,HQ,14.2,old rain gauge
APT01,1,20/02/2014,2014,HQ,14.2,
APT01,1,11/08/2017,2017,HQ,14.2,
APT01,1,17/01/2020,2020,HQ,14.2,
APT01,1,25/11/2023,2023,HQ,14.2,
APT01,1,13/05/1985,1985,HQ,14.3,
APT01,1,14/09/2002,2002,HQ,14.3,
APT01,1,6/05/2003,2003,HQ,14.4,
APT01,1,15/11/2005,2005,HQ,14.4,
APT01,1,23/12/2009,2009,HQ,14.4,
APT01,1,26/04/1984,1984,HQ,14.5,
APT01,1,25/10/1984,1984,HQ,14.5,
APT01,1,12/04/1985,1985,HQ,14.5,
APT01,1,10/10/1985,1985,HQ,14.5,
APT01,1,3/02/1986,1986,HQ,14.5,
APT01,1,28/01/1989,1989,HQ,14.5,
APT01,1,17/08/2002,2002,HQ,14.5,
APT01,1,6/04/2003,2003,HQ,14.5,
APT01,1,17/06/2006,2006,HQ,14.5,
APT01,1,21/12/2013,2013,HQ,14.5,
APT01,1,14/06/2015,2015,HQ,14.5,
APT01,1,30/06/2023,2023,HQ,14.5,
APT01,1,17/09/1992,1992,HQ,14.6,
APT01,1,14/12/1992,1992,HQ,14.6,
APT01,1,11/05/1999,1999,HQ,14.6,
APT01,1,6/07/2004,2004,HQ,14.6,
APT01,1,5/10/2005,2005,HQ,14.6,
APT01,1,3/04/1998,1998,HQ,14.7,
APT01,1,7/11/1998,1998,HQ,14.7,
APT01,1,16/11/2009,2009,HQ,14.7,
APT01,1,24/07/2011,2011,HQ,14.7,
APT01,1,18/08/2015,2015,HQ,14.7,
APT01,1,2/09/1984,1984,HQ,14.8,
APT01,1,3/04/1993,1993,HQ,14.8,
APT01,1,18/06/1999,1999,HQ,14.8,
APT01,1,19/09/2002,2002,HQ,14.8,
APT01,1,8/10/2003,2003,HQ,14.8,
APT01,1,1/08/2009,2009,HQ,14.8,
APT01,1,4/03/1983,1983,HQ,15,
APT01,1,22/08/1985,1985,HQ,15,
APT01,1,27/04/1986,1986,HQ,15,
APT01,1,21/06/1986,1986,HQ,15,
APT01,1,26/08/1986,1986,HQ,15,
APT01,1,20/05/1987,1987,HQ,15,
APT01,1,23/05/1988,1988,HQ,15,
APT01,1,22/06/1989,1989,HQ,15,
APT01,1,1/03/1991,1991,HQ,15,
APT01,1,22/01/1992,1992,HQ,15,
APT01,1,13/12/1993,1993,HQ,15,
APT01,1,24/06/1996,1996,HQ,15,
APT01,1,24/09/1997,1997,HQ,15,
APT01,1,9/02/2001,2001,HQ,15,
APT01,1,30/05/2004,2004,HQ,15,
APT01,1,18/08/2004,2004,HQ,15,
APT01,1,1/04/2006,2006,HQ,15,
APT01,1,20/12/2006,2006,HQ,15,
APT01,1,25/05/2011,2011,HQ,15,
APT01,1,8/05/2021,2021,HQ,15,
APT01,1,31/05/2021,2021,HQ,15,
APT01,1,25/09/1996,1996,HQ,15.1,
APT01,1,24/12/1982,1982,HQ,15.2,
APT01,1,16/06/2001,2001,HQ,15.2,
APT01,1,16/02/2008,2008,HQ,15.2,
APT01,1,30/04/2010,2010,HQ,15.2,old rain gauge
APT01,1,4/08/2013,2013,HQ,15.2,
APT01,1,29/04/2019,2019,HQ,15.2,
APT01,1,10/09/2020,2020,HQ,15.2,
APT01,1,11/10/2021,2021,HQ,15.2,
APT01,1,5/10/1994,1994,HQ,15.3,
APT01,1,11/04/1997,1997,HQ,15.3,
APT01,1,9/06/1995,1995,HQ,15.4,
APT01,1,30/01/2002,2002,HQ,15.5,
APT01,1,17/04/2008,2008,HQ,15.5,
APT01,1,11/09/2008,2008,HQ,15.5,
APT01,1,15/10/2008,2008,HQ,15.5,
APT01,1,13/10/2021,2021,HQ,15.5,
APT01,1,6/03/1998,1998,HQ,15.6,
APT01,1,22/10/2010,2010,HQ,15.6,old rain gauge
APT01,1,31/03/1993,1993,HQ,15.7,
APT01,1,6/05/1993,1993,HQ,15.7,
APT01,1,9/09/1997,1997,HQ,15.7,
APT01,1,18/09/2001,2001,HQ,15.7,
APT01,1,18/05/2017,2017,HQ,15.7,
APT01,1,24/11/2020,2020,HQ,15.7,
APT01,1,15/04/2023,2023,HQ,15.7,
APT01,1,15/12/2023,2023,HQ,15.7,
APT01,1,9/11/1983,1983,HQ,15.8,
APT01,1,16/11/1991,1991,HQ,15.8,
APT01,1,12/04/1993,1993,HQ,15.8,
APT01,1,20/04/2001,2001,HQ,15.8,
APT01,1,30/03/1993,1993,HQ,15.9,
APT01,1,27/07/2007,2007,HQ,15.9,
APT01,1,21/10/1983,1983,HQ,16,
APT01,1,18/08/1986,1986,HQ,16,
APT01,1,4/05/1987,1987,HQ,16,
APT01,1,19/12/1987,1987,HQ,16,
APT01,1,28/08/1993,1993,HQ,16,
APT01,1,2/08/1998,1998,HQ,16,
APT01,1,24/10/2002,2002,HQ,16,
APT01,1,15/05/2007,2007,HQ,16,
APT01,1,24/06/2009,2009,HQ,16,
APT01,1,19/06/2010,2010,HQ,16,old rain gauge
APT01,1,21/03/2012,2012,HQ,16,
APT01,1,26/06/2015,2015,HQ,16,
APT01,1,18/04/2016,2016,HQ,16,
APT01,1,28/07/2016,2016,HQ,16,
APT01,1,3/05/2018,2018,HQ,16,
APT01,1,13/07/1992,1992,HQ,16.1,
APT01,1,9/07/1991,1991,HQ,16.2,
APT01,1,12/06/2003,2003,HQ,16.2,
APT01,1,26/10/2004,2004,HQ,16.2,
APT01,1,1/07/1994,1994,HQ,16.3,
APT01,1,30/04/1997,1997,HQ,16.3,
APT01,1,22/07/1998,1998,HQ,16.3,
APT01,1,22/04/2004,2004,HQ,16.3,
APT01,1,5/09/2004,2004,HQ,16.3,
APT01,1,16/09/2013,2013,HQ,16.3,
APT01,1,22/06/2019,2019,HQ,16.3,
APT01,1,25/11/2020,2020,HQ,16.3,
APT01,1,25/01/2021,2021,HQ,16.3,
APT01,1,29/04/2022,2022,HQ,16.3,
APT01,1,24/05/2022,2022,HQ,16.3,
APT01,1,13/06/1993,1993,HQ,16.4,
APT01,1,12/06/2005,2005,HQ,16.4,
APT01,1,29/10/1983,1983,HQ,16.5,
APT01,1,26/09/1986,1986,HQ,16.5,
APT01,1,20/09/1992,1992,HQ,16.5,
APT01,1,23/06/1994,1994,HQ,16.5,
APT01,1,6/11/2000,2000,HQ,16.5,
APT01,1,27/07/2001,2001,HQ,16.5,
APT01,1,13/05/2004,2004,HQ,16.5,
APT01,1,5/11/2008,2008,HQ,16.5,
APT01,1,12/04/2009,2009,HQ,16.5,
APT01,1,24/03/2010,2010,HQ,16.5,old rain gauge
APT01,1,7/02/2013,2013,HQ,16.5,
APT01,1,11/09/2013,2013,HQ,16.5,
APT01,1,25/05/2015,2015,HQ,16.5,
APT01,1,21/04/2018,2018,HQ,16.5,
APT01,1,22/09/2023,2023,HQ,16.5,
APT01,1,10/07/1992,1992,HQ,16.6,
APT01,1,21/02/1997,1997,HQ,16.6,
APT01,1,9/07/2004,2004,HQ,16.7,
APT01,1,28/03/1984,1984,HQ,16.8,
APT01,1,23/10/2002,2002,HQ,16.8,
APT01,1,29/02/2004,2004,HQ,16.8,
APT01,1,2/08/2006,2006,HQ,16.8,
APT01,1,11/08/2016,2016,HQ,16.8,
APT01,1,3/08/2017,2017,HQ,16.8,
APT01,1,3/10/2023,2023,HQ,16.8,
APT01,1,11/04/2002,2002,HQ,16.9,
APT01,1,22/02/1985,1985,HQ,17,
APT01,1,7/12/1986,1986,HQ,17,
APT01,1,26/06/1990,1990,HQ,17,
APT01,1,10/07/1991,1991,HQ,17,
APT01,1,9/08/1992,1992,HQ,17,
APT01,1,12/07/2009,2009,HQ,17,
APT01,1,16/01/2017,2017,HQ,17,
APT01,1,21/06/2019,2019,HQ,17,
APT01,1,10/01/2020,2020,HQ,17,
APT01,1,5/09/2000,2000,HQ,17.1,
APT01,1,25/10/2000,2000,HQ,17.1,
APT01,1,18/03/1992,1992,HQ,17.2,
APT01,1,29/09/1998,1998,HQ,17.2,
APT01,1,17/06/2004,2004,HQ,17.2,
APT01,1,19/08/2009,2009,HQ,17.2,
APT01,1,23/06/1998,1998,HQ,17.3,
APT01,1,15/10/2001,2001,HQ,17.3,
APT01,1,24/03/2010,2010,HQ,17.3,
APT01,1,15/06/2012,2012,HQ,17.3,
APT01,1,20/05/2015,2015,HQ,17.3,
APT01,1,5/09/1993,1993,HQ,17.4,
APT01,1,22/06/1994,1994,HQ,17.4,
APT01,1,2/10/2007,2007,HQ,17.4,
APT01,1,9/04/2009,2009,HQ,17.4,
APT01,1,31/03/1986,1986,HQ,17.5,
APT01,1,28/06/1987,1987,HQ,17.5,
APT01,1,9/04/1988,1988,HQ,17.5,
APT01,1,15/07/1988,1988,HQ,17.5,
APT01,1,29/05/1991,1991,HQ,17.5,
APT01,1,5/06/1992,1992,HQ,17.5,
APT01,1,29/08/2003,2003,HQ,17.5,
APT01,1,28/06/2016,2016,HQ,17.5,
APT01,1,22/05/2020,2020,HQ,17.5,
APT01,1,8/06/1995,1995,HQ,17.6,
APT01,1,14/04/2001,2001,HQ,17.6,
APT01,1,24/08/2001,2001,HQ,17.6,
APT01,1,25/07/1993,1993,HQ,17.8,
APT01,1,4/06/2020,2020,HQ,17.8,
APT01,1,13/12/1984,1984,HQ,17.9,
APT01,1,29/11/1996,1996,HQ,17.9,
APT01,1,22/05/1999,1999,HQ,17.9,
APT01,1,17/07/1989,1989,HQ,18,
APT01,1,23/05/1991,1991,HQ,18,
APT01,1,1/06/1996,1996,HQ,18,
APT01,1,4/09/1999,1999,HQ,18,
APT01,1,30/03/2006,2006,HQ,18,
APT01,1,1/06/2007,2007,HQ,18,
APT01,1,27/06/2008,2008,HQ,18,
APT01,1,19/05/2011,2011,HQ,18,
APT01,1,2/07/2015,2015,HQ,18,
APT01,1,5/09/2018,2018,HQ,18,
APT01,1,22/04/1999,1999,HQ,18.2,
APT01,1,3/07/2009,2009,HQ,18.2,
APT01,1,19/05/2010,2010,HQ,18.2,old rain gauge
APT01,1,12/02/2005,2005,HQ,18.3,
APT01,1,19/05/2010,2010,HQ,18.3,
APT01,1,23/09/2010,2010,HQ,18.3,
APT01,1,7/08/2013,2013,HQ,18.3,
APT01,1,15/12/2014,2014,HQ,18.3,
APT01,1,30/04/2017,2017,HQ,18.3,
APT01,1,13/08/1993,1993,HQ,18.4,
APT01,1,11/04/2001,2001,HQ,18.4,
APT01,1,21/04/2001,2001,HQ,18.4,
APT01,1,4/06/1985,1985,HQ,18.5,
APT01,1,17/05/1986,1986,HQ,18.5,
APT01,1,25/10/1987,1987,HQ,18.5,
APT01,1,19/05/2018,2018,HQ,18.5,
APT01,1,23/02/2019,2019,HQ,18.5,
APT01,1,21/03/2022,2022,HQ,18.5,
APT01,1,5/11/2022,2022,HQ,18.5,
APT01,1,17/05/1983,1983,HQ,18.6,
APT01,1,27/11/1983,1983,HQ,18.6,
APT01,1,18/06/1993,1993,HQ,18.6,
APT01,1,5/07/1993,1993,HQ,18.6,
APT01,1,22/09/1997,1997,HQ,18.6,
APT01,1,25/06/2000,2000,HQ,18.6,
APT01,1,23/06/2003,2003,HQ,18.6,
APT01,1,12/09/2009,2009,HQ,18.6,
APT01,1,1/10/1998,1998,HQ,18.7,
APT01,1,16/06/1992,1992,HQ,18.8,
APT01,1,2/05/1993,1993,HQ,18.8,
APT01,1,24/09/1993,1993,HQ,18.8,
APT01,1,5/12/2014,2014,HQ,18.8,
APT01,1,9/09/2020,2020,HQ,18.8,
APT01,1,9/07/1993,1993,HQ,18.9,
APT01,1,24/06/1982,1982,HQ,19,
APT01,1,27/05/1984,1984,HQ,19,
APT01,1,15/11/1988,1988,HQ,19,
APT01,1,6/05/1994,1994,HQ,19,
APT01,1,3/08/1998,1998,HQ,19,
APT01,1,25/04/1999,1999,HQ,19,
APT01,1,6/06/1996,1996,HQ,19.1,
APT01,1,29/05/2018,2018,HQ,19.1,
APT01,1,21/05/2019,2019,HQ,19.1,
APT01,1,5/10/2019,2019,HQ,19.1,
APT01,1,11/06/2022,2022,HQ,19.1,
APT01,1,18/01/2023,2023,HQ,19.1,
APT01,1,7/06/1994,1994,HQ,19.3,
APT01,1,29/10/1996,1996,HQ,19.3,
APT01,1,25/07/2016,2016,HQ,19.3,
APT01,1,10/07/2021,2021,HQ,19.3,
APT01,1,15/06/1992,1992,HQ,19.4,
APT01,1,12/09/1985,1985,HQ,19.5,
APT01,1,28/08/1989,1989,HQ,19.5,
APT01,1,12/05/1990,1990,HQ,19.5,
APT01,1,5/05/2001,2001,HQ,19.5,
APT01,1,13/12/1992,1992,HQ,19.6,
APT01,1,9/04/1994,1994,HQ,19.6,
APT01,1,6/12/1998,1998,HQ,19.6,
APT01,1,23/09/2010,2010,HQ,19.6,old rain gauge
APT01,1,5/08/2016,2016,HQ,19.6,
APT01,1,2/05/2018,2018,HQ,19.6,
APT01,1,18/06/2023,2023,HQ,19.6,
APT01,1,24/12/1997,1997,HQ,19.8,
APT01,1,24/06/2000,2000,HQ,19.8,
APT01,1,4/07/2006,2006,HQ,19.8,
APT01,1,25/06/2013,2013,HQ,19.8,
APT01,1,10/05/2015,2015,HQ,19.8,
APT01,1,16/05/2015,2015,HQ,19.8,
APT01,1,25/04/2018,2018,HQ,19.8,
APT01,1,2/05/2022,2022,HQ,19.8,
APT01,1,19/11/2023,2023,HQ,19.8,
APT01,1,19/09/1983,1983,HQ,20,
APT01,1,28/09/1985,1985,HQ,20,
APT01,1,15/06/1990,1990,HQ,20,
APT01,1,4/08/1991,1991,HQ,20,
APT01,1,27/04/1994,1994,HQ,20,
APT01,1,26/09/1996,1996,HQ,20,
APT01,1,30/05/1999,1999,HQ,20,
APT01,1,8/02/2001,2001,HQ,20,
APT01,1,25/09/2010,2010,HQ,20,old rain gauge
APT01,1,30/09/1998,1998,HQ,20.1,
APT01,1,19/03/2011,2011,HQ,20.1,
APT01,1,20/03/2012,2012,HQ,20.1,
APT01,1,9/10/2014,2014,HQ,20.1,
APT01,1,16/03/1984,1984,HQ,20.2,
APT01,1,4/10/2001,2001,HQ,20.2,
APT01,1,12/02/2007,2007,HQ,20.3,
APT01,1,25/09/2010,2010,HQ,20.3,
APT01,1,30/07/2020,2020,HQ,20.3,
APT01,1,5/06/2004,2004,HQ,20.4,
APT01,1,2/04/2014,2014,HQ,20.6,
APT01,1,7/09/2015,2015,HQ,20.6,
APT01,1,3/04/2017,2017,HQ,20.6,
APT01,1,28/12/2019,2019,HQ,20.6,
APT01,1,8/03/1999,1999,HQ,20.7,
APT01,1,22/04/2011,2011,HQ,20.8,
APT01,1,21/06/2012,2012,HQ,20.8,
APT01,1,27/06/1999,1999,HQ,20.9,
APT01,1,27/05/2002,2002,HQ,20.9,
APT01,1,12/08/2002,2002,HQ,20.9,
APT01,1,10/06/1989,1989,HQ,21,
APT01,1,20/07/1992,1992,HQ,21,
APT01,1,9/05/1993,1993,HQ,21,
APT01,1,18/07/1993,1993,HQ,21,
APT01,1,20/09/1998,1998,HQ,21,
APT01,1,13/08/2005,2005,HQ,21,
APT01,1,22/08/2005,2005,HQ,21,
APT01,1,20/03/2006,2006,HQ,21,
APT01,1,19/03/2011,2011,HQ,21,old rain gauge
APT01,1,15/07/2020,2020,HQ,21.1,
APT01,1,2/07/2022,2022,HQ,21.1,
APT01,1,11/05/1991,1991,HQ,21.2,
APT01,1,2/04/1997,1997,HQ,21.2,
APT01,1,28/07/1997,1997,HQ,21.2,
APT01,1,19/06/2008,2008,HQ,21.2,
APT01,1,1/08/1999,1999,HQ,21.3,
APT01,1,8/04/2002,2002,HQ,21.3,
APT01,1,18/06/2004,2004,HQ,21.3,
APT01,1,9/06/2009,2009,HQ,21.3,
APT01,1,20/06/2010,2010,HQ,21.3,old rain gauge
APT01,1,13/08/2010,2010,HQ,21.3,
APT01,1,27/05/2016,2016,HQ,21.3,
APT01,1,10/05/1986,1986,HQ,21.5,
APT01,1,10/11/2004,2004,HQ,21.5,
APT01,1,17/02/2008,2008,HQ,21.5,
APT01,1,22/03/2022,2022,HQ,21.6,
APT01,1,6/04/2005,2005,HQ,21.7,
APT01,1,13/10/2008,2008,HQ,21.8,
APT01,1,30/11/2015,2015,HQ,21.8,
APT01,1,26/03/2021,2021,HQ,21.8,
APT01,1,4/05/2001,2001,HQ,21.9,
APT01,1,8/10/1982,1982,HQ,22,
APT01,1,2/04/1984,1984,HQ,22,
APT01,1,20/08/1989,1989,HQ,22,
APT01,1,25/07/1990,1990,HQ,22,
APT01,1,12/08/1990,1990,HQ,22,
APT01,1,19/03/2006,2006,HQ,22,
APT01,1,6/05/2002,2002,HQ,22.1,
APT01,1,27/05/2021,2021,HQ,22.1,
APT01,1,3/05/1993,1993,HQ,22.2,
APT01,1,8/06/1994,1994,HQ,22.2,
APT01,1,11/06/2005,2005,HQ,22.2,
APT01,1,14/10/1984,1984,HQ,22.3,
APT01,1,16/10/1984,1984,HQ,22.3,
APT01,1,5/03/1992,1992,HQ,22.3,
APT01,1,27/04/1999,1999,HQ,22.3,
APT01,1,11/05/2002,2002,HQ,22.3,
APT01,1,26/08/1998,1998,HQ,22.4,
APT01,1,19/05/2017,2017,HQ,22.4,
APT01,1,3/10/2018,2018,HQ,22.4,
APT01,1,4/05/2020,2020,HQ,22.4,
APT01,1,10/08/1982,1982,HQ,22.5,
APT01,1,18/06/1990,1990,HQ,22.5,
APT01,1,7/05/1996,1996,HQ,22.5,
APT01,1,17/08/2006,2006,HQ,22.5,
APT01,1,8/04/2008,2008,HQ,22.5,
APT01,1,19/09/1996,1996,HQ,22.6,
APT01,1,5/06/2014,2014,HQ,22.6,
APT01,1,26/07/2017,2017,HQ,22.6,
APT01,1,19/08/2022,2022,HQ,22.6,
APT01,1,17/09/2022,2022,HQ,22.6,
APT01,1,16/06/1985,1985,HQ,22.7,
APT01,1,10/05/2001,2001,HQ,22.7,
APT01,1,24/04/2014,2014,HQ,22.9,
APT01,1,31/01/2015,2015,HQ,22.9,
APT01,1,12/07/2016,2016,HQ,22.9,
APT01,1,10/11/2021,2021,HQ,22.9,
APT01,1,29/09/1985,1985,HQ,23,
APT01,1,17/03/1987,1987,HQ,23,
APT01,1,25/08/1987,1987,HQ,23,
APT01,1,30/05/2001,2001,HQ,23,
APT01,1,21/04/1994,1994,HQ,23.1,
APT01,1,19/12/2011,2011,HQ,23.1,
APT01,1,30/05/2012,2012,HQ,23.1,
APT01,1,28/05/2015,2015,HQ,23.1,
APT01,1,23/09/2005,2005,HQ,23.2,
APT01,1,26/07/1992,1992,HQ,23.3,
APT01,1,3/05/2001,2001,HQ,23.3,
APT01,1,5/04/2005,2005,HQ,23.3,
APT01,1,17/10/2007,2007,HQ,23.4,
APT01,1,20/07/2010,2010,HQ,23.4,
APT01,1,4/10/2016,2016,HQ,23.4,
APT01,1,18/06/2019,2019,HQ,23.4,
APT01,1,26/08/1987,1987,HQ,23.5,
APT01,1,15/04/2011,2011,HQ,23.6,
APT01,1,30/05/2013,2013,HQ,23.6,
APT01,1,15/04/2000,2000,HQ,23.7,
APT01,1,1/11/2000,2000,HQ,23.7,
APT01,1,27/04/1983,1983,HQ,23.8,
APT01,1,27/04/1985,1985,HQ,23.8,
APT01,1,17/04/1991,1991,HQ,23.8,
APT01,1,11/03/2001,2001,HQ,23.8,
APT01,1,28/07/2001,2001,HQ,23.8,
APT01,1,7/10/2007,2007,HQ,23.8,
APT01,1,13/08/2010,2010,HQ,23.8,old rain gauge
APT01,1,10/05/2004,2004,HQ,23.9,
APT01,1,24/05/2016,2016,HQ,23.9,
APT01,1,20/04/2023,2023,HQ,23.9,
APT01,1,20/11/1994,1994,HQ,24,
APT01,1,12/08/1997,1997,HQ,24,
APT01,1,30/05/2006,2006,HQ,24,
APT01,1,27/08/2006,2006,HQ,24,
APT01,1,19/06/2020,2020,HQ,24.1,
APT01,1,29/08/2020,2020,HQ,24.1,
APT01,1,29/12/2020,2020,HQ,24.1,
APT01,1,1/04/1983,1983,HQ,24.2,
APT01,1,21/09/1998,1998,HQ,24.2,
APT01,1,3/06/2001,2001,HQ,24.2,
APT01,1,11/09/2003,2003,HQ,24.2,
APT01,1,26/04/1999,1999,HQ,24.3,
APT01,1,4/07/1995,1995,HQ,24.4,
APT01,1,17/11/2015,2015,HQ,24.4,
APT01,1,7/08/2016,2016,HQ,24.4,
APT01,1,26/08/2016,2016,HQ,24.4,
APT01,1,9/03/2020,2020,HQ,24.4,
APT01,1,27/12/1982,1982,HQ,24.5,
APT01,1,23/03/1987,1987,HQ,24.5,
APT01,1,2/04/2015,2015,HQ,24.6,
APT01,1,12/10/2022,2022,HQ,24.6,
APT01,1,17/06/1993,1993,HQ,24.8,
APT01,1,17/05/2001,2001,HQ,24.8,
APT01,1,16/08/2020,2020,HQ,24.9,
